sample_index,true_label,raw_pred,raw_confidence,adjusted_pred,adjusted_confidence,raw_prob_NORM,raw_prob_MI,raw_prob_STTC,raw_prob_CD,raw_prob_HYP
286,NORM,NORM,0.623302,NORM,0.657198,0.623302,0.010211,0.007215,0.349398,0.009874
287,CD,CD,0.722911,CD,0.716660,0.046949,0.216311,0.003134,0.722911,0.010694
288,NORM,NORM,0.921901,NORM,0.929598,0.921901,0.024177,0.005591,0.019618,0.028713
289,CD,NORM,0.807738,NORM,0.825002,0.807738,0.006023,0.002174,0.119393,0.064672
290,NORM,NORM,0.587855,NORM,0.623550,0.587855,0.165104,0.034633,0.210599,0.001810
291,CD,CD,0.796999,CD,0.773891,0.173653,0.009322,0.003314,0.796999,0.016712
292,CD,CD,0.765591,CD,0.742800,0.125096,0.003051,0.007012,0.765591,0.099249
293,NORM,NORM,0.879090,NORM,0.892522,0.879090,0.008215,0.053083,0.039814,0.019797
294,STTC,NORM,0.628983,NORM,0.662382,0.628983,0.007346,0.151136,0.198639,0.013896
295,NORM,NORM,0.736880,NORM,0.762909,0.736880,0.063856,0.036738,0.134556,0.027971
296,NORM,STTC,0.520374,STTC,0.498720,0.251736,0.016417,0.520374,0.185993,0.025480
297,STTC,STTC,0.670190,STTC,0.667147,0.027599,0.215873,0.670190,0.085432,0.000905
298,STTC,STTC,0.360342,STTC,0.343298,0.299140,0.011925,0.360342,0.316837,0.011756
299,CD,CD,0.635369,CD,0.635239,0.000384,0.361760,0.001139,0.635369,0.001348
300,NORM,NORM,0.837136,NORM,0.855764,0.837136,0.028364,0.006474,0.117883,0.010143
301,HYP,MI,0.730755,MI,0.728780,0.000295,0.730755,0.087501,0.156145,0.025305
302,CD,NORM,0.715963,NORM,0.737618,0.715963,0.006819,0.002568,0.161900,0.112748
303,MI,MI,0.919103,MI,0.918540,0.003717,0.919103,0.005987,0.071083,0.000109
304,NORM,NORM,0.542712,NORM,0.579534,0.542712,0.214298,0.195438,0.045797,0.001755
305,NORM,NORM,0.836234,NORM,0.848557,0.836234,0.005451,0.008844,0.057898,0.091573
306,CD,CD,0.696933,CD,0.696795,0.000896,0.296750,0.004909,0.696933,0.000512
307,NORM,NORM,0.757515,NORM,0.776931,0.757515,0.012820,0.005706,0.126895,0.097064
308,NORM,MI,0.566929,MI,0.557428,0.103675,0.566929,0.015696,0.311168,0.002532
309,HYP,HYP,0.607230,HYP,0.622944,0.082975,0.190135,0.105531,0.014130,0.607230
310,NORM,NORM,0.645875,NORM,0.674836,0.645875,0.005661,0.001865,0.275768,0.070831
311,MI,MI,0.468036,NORM,0.498888,0.462065,0.468036,0.043345,0.014191,0.012363
312,NORM,NORM,0.435156,NORM,0.471515,0.435156,0.209359,0.003189,0.334988,0.017308
313,MI,MI,0.532354,MI,0.531922,0.001488,0.532354,0.406930,0.053790,0.005438
314,CD,CD,0.714323,CD,0.684139,0.265851,0.009237,0.000172,0.714323,0.010417
315,NORM,HYP,0.519764,HYP,0.516355,0.357166,0.037942,0.057819,0.027310,0.519764
316,STTC,MI,0.450169,MI,0.435832,0.194770,0.450169,0.267690,0.074300,0.013072
317,NORM,NORM,0.932216,NORM,0.939844,0.932216,0.010847,0.007459,0.034835,0.014644
318,MI,STTC,0.387262,STTC,0.378583,0.129193,0.344890,0.387262,0.119454,0.019201
319,HYP,MI,0.467378,MI,0.460654,0.036935,0.467378,0.320182,0.093539,0.081965
320,MI,MI,0.504006,MI,0.500107,0.046837,0.504006,0.048699,0.398407,0.002052
321,NORM,MI,0.438104,MI,0.419498,0.271001,0.438104,0.127461,0.158724,0.004710
322,NORM,NORM,0.621751,NORM,0.642527,0.621751,0.009292,0.007363,0.136773,0.224822
323,STTC,STTC,0.467461,STTC,0.459254,0.107139,0.246844,0.467461,0.173517,0.005040
324,HYP,HYP,0.724992,HYP,0.736724,0.069965,0.003706,0.186350,0.014986,0.724992
325,MI,MI,0.853320,MI,0.853159,0.000535,0.853320,0.050625,0.094554,0.000965
326,CD,NORM,0.631632,NORM,0.661305,0.631632,0.153795,0.007296,0.136136,0.071141
327,CD,CD,0.908246,CD,0.907122,0.005088,0.080856,0.001848,0.908246,0.003961
328,MI,NORM,0.530709,NORM,0.567705,0.530709,0.398225,0.048772,0.020070,0.002223
329,NORM,NORM,0.559475,NORM,0.587970,0.559475,0.006490,0.185735,0.105801,0.142498
330,NORM,NORM,0.788299,NORM,0.811772,0.788299,0.011664,0.010058,0.183657,0.006323
331,STTC,STTC,0.662174,STTC,0.647943,0.131910,0.177655,0.662174,0.022415,0.005846
332,NORM,NORM,0.642286,NORM,0.675837,0.642286,0.225202,0.007851,0.122640,0.002021
333,CD,CD,0.593988,CD,0.592848,0.011295,0.390825,0.002982,0.593988,0.000910
334,STTC,HYP,0.390802,HYP,0.394997,0.323376,0.213566,0.056957,0.015300,0.390802
335,MI,NORM,0.552954,NORM,0.589436,0.552954,0.214758,0.210697,0.017416,0.004175
336,NORM,NORM,0.830328,NORM,0.840986,0.830328,0.014316,0.007150,0.027130,0.121076
337,NORM,CD,0.722327,CD,0.695030,0.231916,0.019991,0.009198,0.722327,0.016569
338,MI,MI,0.817850,MI,0.808872,0.066431,0.817850,0.008059,0.104343,0.003318
339,NORM,CD,0.581373,CD,0.547469,0.353011,0.018445,0.001533,0.581373,0.045638
340,NORM,MI,0.459505,NORM,0.440592,0.404246,0.459505,0.038895,0.091940,0.005413
341,NORM,NORM,0.557980,NORM,0.587333,0.557980,0.044029,0.003085,0.266827,0.128079
342,NORM,NORM,0.647787,NORM,0.674470,0.647787,0.039113,0.001520,0.206649,0.104931
343,NORM,NORM,0.770674,NORM,0.795891,0.770674,0.007559,0.201413,0.017485,0.002869
344,STTC,STTC,0.613186,STTC,0.601245,0.016737,0.141645,0.613186,0.065348,0.163084
345,NORM,NORM,0.540346,NORM,0.577176,0.540346,0.016320,0.002114,0.438842,0.002378
346,NORM,STTC,0.488002,STTC,0.465366,0.270771,0.156320,0.488002,0.039072,0.045835
347,NORM,NORM,0.729205,NORM,0.750511,0.729205,0.005950,0.009906,0.151868,0.103071
348,NORM,NORM,0.882703,NORM,0.892279,0.882703,0.011018,0.008362,0.035982,0.061936
349,NORM,NORM,0.791684,NORM,0.805784,0.791684,0.031844,0.003077,0.046140,0.127254
350,NORM,NORM,0.614937,NORM,0.645692,0.614937,0.085707,0.007618,0.225405,0.066333
351,STTC,STTC,0.753229,STTC,0.745946,0.013104,0.052271,0.753229,0.108729,0.072668
352,STTC,STTC,0.656317,STTC,0.629250,0.181795,0.019878,0.656317,0.012749,0.129261
353,NORM,NORM,0.914447,NORM,0.924840,0.914447,0.012821,0.016644,0.048584,0.007504
354,CD,CD,0.753121,CD,0.726475,0.204140,0.007634,0.000479,0.753121,0.034626
355,NORM,NORM,0.761340,NORM,0.787366,0.761340,0.150772,0.034102,0.051705,0.002082
356,NORM,NORM,0.555771,NORM,0.591335,0.555771,0.210470,0.117830,0.096755,0.019175
357,NORM,NORM,0.750028,NORM,0.776097,0.750028,0.035634,0.024516,0.176246,0.013576
358,NORM,NORM,0.930152,NORM,0.937406,0.930152,0.011922,0.014458,0.021477,0.021991
359,NORM,NORM,0.691124,NORM,0.718705,0.691124,0.009911,0.176278,0.071338,0.051349
360,STTC,STTC,0.496793,STTC,0.477364,0.001455,0.083085,0.496793,0.033925,0.384742
361,NORM,NORM,0.761037,NORM,0.785786,0.761037,0.005193,0.098203,0.115791,0.019776
362,NORM,NORM,0.602010,NORM,0.636739,0.602010,0.001136,0.002170,0.384802,0.009881
363,NORM,NORM,0.394628,NORM,0.430327,0.394628,0.019524,0.393621,0.177139,0.015088
364,STTC,NORM,0.688137,NORM,0.719265,0.688137,0.071714,0.113120,0.125227,0.001801
365,NORM,NORM,0.700337,NORM,0.728737,0.700337,0.007812,0.106449,0.154811,0.030591
366,NORM,CD,0.792082,CD,0.768794,0.182191,0.016290,0.001760,0.792082,0.007677
367,NORM,NORM,0.611484,NORM,0.635715,0.611484,0.004959,0.012104,0.194694,0.176759
368,NORM,NORM,0.756880,NORM,0.771128,0.756880,0.002235,0.011581,0.059310,0.169995
369,NORM,NORM,0.648692,NORM,0.680615,0.648692,0.125306,0.008973,0.194595,0.022435
370,NORM,HYP,0.687888,HYP,0.683388,0.247801,0.014305,0.029118,0.020888,0.687888
371,STTC,MI,0.587825,MI,0.587453,0.002584,0.587825,0.384128,0.023419,0.002044
372,NORM,NORM,0.575400,NORM,0.611105,0.575400,0.303403,0.019334,0.093948,0.007915
373,NORM,NORM,0.725865,NORM,0.742160,0.725865,0.001730,0.003753,0.089378,0.179274
374,STTC,STTC,0.760255,STTC,0.753160,0.057483,0.059757,0.760255,0.121397,0.001109
375,CD,CD,0.493769,CD,0.461817,0.384279,0.053573,0.001840,0.493769,0.066538
376,NORM,NORM,0.710465,NORM,0.727243,0.710465,0.036163,0.014718,0.047982,0.190672
377,MI,CD,0.643115,CD,0.641439,0.012978,0.337415,0.001624,0.643115,0.004868
378,NORM,NORM,0.847002,NORM,0.859734,0.847002,0.015413,0.014695,0.051070,0.071820
379,NORM,NORM,0.775742,NORM,0.797296,0.775742,0.004728,0.118334,0.054762,0.046434
380,STTC,STTC,0.718867,STTC,0.697963,0.110013,0.023051,0.718867,0.032581,0.115488
381,HYP,HYP,0.541003,HYP,0.554587,0.131025,0.112066,0.162474,0.053431,0.541003
382,NORM,NORM,0.864443,NORM,0.879634,0.864443,0.046876,0.022962,0.047904,0.017815
383,NORM,MI,0.558414,MI,0.525812,0.381548,0.558414,0.001709,0.055893,0.002436
384,NORM,NORM,0.862782,NORM,0.878737,0.862782,0.045682,0.007993,0.072982,0.010561
385,MI,STTC,0.433325,STTC,0.429476,0.008209,0.330356,0.433325,0.155536,0.072575
386,NORM,NORM,0.661643,NORM,0.693203,0.661643,0.025636,0.001014,0.294009,0.017699
387,NORM,NORM,0.902271,NORM,0.912357,0.902271,0.020112,0.002180,0.047177,0.028260
388,NORM,NORM,0.819806,NORM,0.839268,0.819806,0.039647,0.050107,0.069333,0.021107
389,NORM,NORM,0.881372,NORM,0.894362,0.881372,0.038947,0.012677,0.044909,0.022095
390,NORM,NORM,0.735638,NORM,0.763322,0.735638,0.214031,0.016508,0.027678,0.006145
391,NORM,NORM,0.699712,NORM,0.726169,0.699712,0.009690,0.019498,0.211517,0.059583
392,CD,CD,0.934292,CD,0.933360,0.003275,0.057649,0.000325,0.934292,0.004459
393,STTC,MI,0.470892,MI,0.469998,0.002917,0.470892,0.458517,0.054087,0.013587
394,HYP,STTC,0.795861,STTC,0.794199,0.010469,0.168287,0.795861,0.021587,0.003795
395,STTC,STTC,0.829146,STTC,0.827275,0.012175,0.138338,0.829146,0.017573,0.002768
396,NORM,NORM,0.851262,NORM,0.868766,0.851262,0.058307,0.004888,0.079257,0.006286
397,MI,MI,0.808294,MI,0.805424,0.021861,0.808294,0.076917,0.092685,0.000242
398,CD,CD,0.756247,CD,0.748058,0.006428,0.090007,0.053124,0.756247,0.094194
399,CD,NORM,0.836859,NORM,0.855685,0.836859,0.048960,0.004573,0.101626,0.007982
400,STTC,STTC,0.424209,STTC,0.423237,0.008527,0.344835,0.424209,0.213715,0.008713
401,STTC,HYP,0.495989,HYP,0.520820,0.001950,0.272013,0.186610,0.043438,0.495989
402,STTC,STTC,0.675474,STTC,0.657694,0.154439,0.114913,0.675474,0.035784,0.019390
403,CD,NORM,0.495951,NORM,0.531433,0.495951,0.004063,0.000901,0.461047,0.038039
404,MI,MI,0.858518,MI,0.854267,0.029894,0.858518,0.025136,0.085142,0.001310
405,STTC,STTC,0.646619,STTC,0.625233,0.008521,0.014796,0.646619,0.017942,0.312122
406,NORM,NORM,0.450099,NORM,0.474906,0.450099,0.019971,0.059583,0.201209,0.269137
407,STTC,HYP,0.495850,HYP,0.520235,0.007530,0.033288,0.456557,0.006776,0.495850
408,MI,MI,0.343005,MI,0.323544,0.192777,0.343005,0.024421,0.164517,0.275281
409,STTC,STTC,0.736662,STTC,0.721820,0.033230,0.025123,0.736662,0.060604,0.144381
410,NORM,NORM,0.799052,NORM,0.821743,0.799052,0.035745,0.002521,0.158510,0.004172
411,CD,CD,0.734573,CD,0.705805,0.247134,0.009025,0.002011,0.734573,0.007258
412,STTC,STTC,0.672021,STTC,0.651363,0.023921,0.013961,0.672021,0.025355,0.264742
413,HYP,HYP,0.686966,HYP,0.700870,0.067951,0.002317,0.238675,0.004091,0.686966
414,NORM,NORM,0.612289,NORM,0.646849,0.612289,0.032587,0.013927,0.334827,0.006371
415,NORM,MI,0.488513,MI,0.462408,0.347252,0.488513,0.130333,0.031453,0.002449
416,NORM,NORM,0.763109,NORM,0.788308,0.763109,0.201675,0.014959,0.008869,0.011388
417,NORM,STTC,0.618266,STTC,0.586731,0.301220,0.003686,0.618266,0.029296,0.047532
418,CD,CD,0.502588,CD,0.501937,0.004669,0.424506,0.063092,0.502588,0.005145
419,STTC,STTC,0.385296,STTC,0.372350,0.000965,0.135145,0.385296,0.149496,0.329099
420,CD,CD,0.889992,CD,0.888989,0.001951,0.097568,0.002762,0.889992,0.007727
421,CD,CD,0.931442,CD,0.930619,0.001491,0.059908,0.001045,0.931442,0.006114
422,CD,CD,0.715658,CD,0.707063,0.054592,0.168572,0.029596,0.715658,0.031581
423,NORM,NORM,0.380524,NORM,0.412814,0.380524,0.047428,0.121452,0.361472,0.089123
424,NORM,NORM,0.729609,NORM,0.758049,0.729609,0.196301,0.014747,0.057721,0.001621
425,NORM,NORM,0.823029,NORM,0.842197,0.823029,0.039365,0.009082,0.107626,0.020898
426,STTC,STTC,0.771924,STTC,0.757440,0.032032,0.052387,0.771924,0.011127,0.132530
427,NORM,NORM,0.455421,NORM,0.484261,0.455421,0.078253,0.001491,0.284753,0.180082
428,NORM,NORM,0.794859,NORM,0.817358,0.794859,0.012263,0.014592,0.166705,0.011581
429,NORM,NORM,0.819323,NORM,0.837252,0.819323,0.012080,0.001364,0.125784,0.041449
430,NORM,NORM,0.540681,NORM,0.555755,0.540681,0.001632,0.013938,0.036592,0.407156
431,MI,STTC,0.489849,STTC,0.479092,0.136848,0.173490,0.489849,0.196897,0.002915
432,NORM,NORM,0.461031,NORM,0.497877,0.461031,0.355723,0.002815,0.168630,0.011801
433,CD,CD,0.838535,CD,0.821183,0.125582,0.024841,0.003365,0.838535,0.007677
434,MI,NORM,0.468459,NORM,0.501966,0.468459,0.072727,0.020605,0.357712,0.080498
435,MI,NORM,0.801059,NORM,0.822124,0.801059,0.155373,0.008686,0.011810,0.023073
436,MI,CD,0.769467,CD,0.768649,0.000802,0.215987,0.004858,0.769467,0.008886
437,NORM,NORM,0.699859,NORM,0.729818,0.699859,0.003818,0.006639,0.281307,0.008377
438,STTC,STTC,0.899499,STTC,0.896063,0.018971,0.044892,0.899499,0.029373,0.007265
439,MI,NORM,0.620375,NORM,0.653840,0.620375,0.224010,0.000686,0.136201,0.018728
440,HYP,HYP,0.439701,NORM,0.446808,0.429058,0.003366,0.082739,0.045136,0.439701
441,MI,MI,0.318733,HYP,0.314331,0.203669,0.318733,0.129171,0.045575,0.302852
442,MI,MI,0.459418,MI,0.452511,0.093195,0.459418,0.154946,0.290721,0.001720
443,STTC,NORM,0.508526,NORM,0.540248,0.508526,0.012392,0.302214,0.069267,0.107601
444,MI,MI,0.907473,MI,0.907159,0.001904,0.907473,0.035385,0.054876,0.000362
445,NORM,NORM,0.785093,NORM,0.807403,0.785093,0.023173,0.127420,0.038869,0.025445
446,NORM,NORM,0.719815,NORM,0.746919,0.719815,0.010013,0.002573,0.237336,0.030263
447,NORM,NORM,0.834219,NORM,0.850800,0.834219,0.042086,0.003622,0.080269,0.039805
448,CD,NORM,0.691624,NORM,0.720409,0.691624,0.185798,0.042806,0.046645,0.033127
449,MI,MI,0.548007,MI,0.539728,0.089088,0.548007,0.321299,0.032850,0.008757
450,NORM,NORM,0.856061,NORM,0.871797,0.856061,0.056740,0.003285,0.061826,0.022088
451,CD,NORM,0.758605,NORM,0.781229,0.758605,0.010943,0.088534,0.090386,0.051532
452,CD,NORM,0.645299,NORM,0.674124,0.645299,0.007542,0.032464,0.241250,0.073445
453,NORM,NORM,0.584925,NORM,0.617425,0.584925,0.239509,0.019519,0.098829,0.057218
454,NORM,HYP,0.461540,HYP,0.457327,0.412843,0.040323,0.003677,0.081617,0.461540
455,HYP,NORM,0.577684,NORM,0.596289,0.577684,0.001950,0.007156,0.108057,0.305153
456,NORM,NORM,0.831308,NORM,0.851159,0.831308,0.086325,0.014970,0.065467,0.001931
457,NORM,STTC,0.559392,STTC,0.530041,0.340947,0.072913,0.559392,0.024863,0.001886
458,CD,STTC,0.391488,STTC,0.375753,0.177757,0.067556,0.391488,0.238551,0.124649
459,STTC,STTC,0.710893,STTC,0.690949,0.005240,0.007511,0.710893,0.009962,0.266394
460,STTC,STTC,0.538745,STTC,0.537702,0.003080,0.349251,0.538745,0.095209,0.013715
461,MI,MI,0.659116,MI,0.650398,0.080721,0.659116,0.208099,0.048838,0.003226
462,CD,CD,0.682781,CD,0.669195,0.100633,0.166384,0.012013,0.682781,0.038189
463,NORM,NORM,0.461546,NORM,0.498773,0.461546,0.325756,0.001127,0.207540,0.004030
464,NORM,NORM,0.487043,NORM,0.524087,0.487043,0.161302,0.001047,0.342121,0.008486
465,CD,STTC,0.475706,STTC,0.474628,0.007904,0.151191,0.475706,0.355781,0.009418
466,NORM,MI,0.762856,MI,0.743681,0.158736,0.762856,0.024803,0.052696,0.000908
467,CD,CD,0.717300,CD,0.687584,0.243751,0.002152,0.000951,0.717300,0.035846
468,CD,CD,0.416480,CD,0.415325,0.004896,0.334592,0.225125,0.416480,0.018907
469,NORM,NORM,0.480367,NORM,0.498503,0.480367,0.001582,0.114989,0.005365,0.397697
470,HYP,HYP,0.495253,HYP,0.493731,0.349073,0.006467,0.106139,0.043068,0.495253
471,CD,CD,0.715236,CD,0.687007,0.228471,0.011022,0.006139,0.715236,0.039131
472,MI,CD,0.492765,CD,0.491789,0.006389,0.275173,0.216626,0.492765,0.009047
473,STTC,NORM,0.464935,NORM,0.486356,0.464935,0.018381,0.159065,0.020828,0.336790
474,MI,MI,0.618167,MI,0.617882,0.001046,0.618167,0.160162,0.217848,0.002777
475,NORM,NORM,0.747831,NORM,0.774911,0.747831,0.098285,0.122587,0.029312,0.001985
476,HYP,HYP,0.757460,HYP,0.775200,0.001343,0.017459,0.218076,0.005662,0.757460
477,HYP,HYP,0.763232,HYP,0.780567,0.002211,0.016044,0.211828,0.006685,0.763232
478,CD,NORM,0.805430,NORM,0.827263,0.805430,0.113248,0.004654,0.068831,0.007838
479,MI,NORM,0.603922,NORM,0.624079,0.603922,0.048163,0.054150,0.041107,0.252658
480,NORM,MI,0.516161,MI,0.482684,0.426633,0.516161,0.012134,0.042124,0.002949
481,NORM,NORM,0.861838,NORM,0.878185,0.861838,0.092435,0.005955,0.032809,0.006963
482,HYP,HYP,0.787167,HYP,0.803355,0.000705,0.009789,0.189265,0.013074,0.787167
483,NORM,CD,0.407147,CD,0.398957,0.121067,0.352356,0.110540,0.407147,0.008889
484,MI,MI,0.320288,NORM,0.313199,0.282412,0.320288,0.102163,0.276842,0.018295
485,NORM,NORM,0.918337,NORM,0.928094,0.918337,0.048772,0.005037,0.018326,0.009528
486,MI,MI,0.492441,MI,0.490784,0.015756,0.492441,0.368324,0.115624,0.007854
487,MI,STTC,0.375351,STTC,0.365621,0.153872,0.348116,0.375351,0.106399,0.016262
488,NORM,NORM,0.717078,NORM,0.744499,0.717078,0.069619,0.035300,0.149529,0.028475
489,NORM,STTC,0.573076,STTC,0.543362,0.308798,0.066778,0.573076,0.006542,0.044806
490,CD,HYP,0.672670,HYP,0.677752,0.161521,0.012867,0.067286,0.085656,0.672670
491,NORM,NORM,0.763076,NORM,0.788138,0.763076,0.045230,0.001557,0.176842,0.013294
492,NORM,NORM,0.771173,NORM,0.794607,0.771173,0.008860,0.004578,0.189069,0.026320
493,CD,CD,0.772178,CD,0.771740,0.000179,0.206845,0.015669,0.772178,0.005129
494,CD,CD,0.562866,CD,0.531800,0.239599,0.010379,0.000409,0.562866,0.186747
495,MI,MI,0.886229,MI,0.886129,0.000625,0.886229,0.016644,0.096390,0.000111
496,MI,NORM,0.487993,NORM,0.525375,0.487993,0.452745,0.003340,0.054091,0.001831
497,NORM,NORM,0.848952,NORM,0.866064,0.848952,0.055644,0.061483,0.019769,0.014153
498,NORM,NORM,0.872270,NORM,0.886838,0.872270,0.010633,0.005521,0.096499,0.015078
499,CD,CD,0.716335,CD,0.716119,0.001405,0.276048,0.005513,0.716335,0.000700
500,NORM,NORM,0.378671,NORM,0.409513,0.378671,0.083929,0.272824,0.140494,0.124082
501,NORM,NORM,0.838923,NORM,0.857295,0.838923,0.013510,0.059552,0.076892,0.011122
502,NORM,NORM,0.690286,NORM,0.718089,0.690286,0.172797,0.001693,0.086359,0.048865
503,CD,CD,0.528771,CD,0.524394,0.047324,0.417023,0.000341,0.528771,0.006541
504,STTC,STTC,0.469583,STTC,0.469045,0.002333,0.313879,0.469583,0.206895,0.007310
505,NORM,CD,0.752955,CD,0.742647,0.014625,0.105610,0.017329,0.752955,0.109480
506,NORM,NORM,0.651699,NORM,0.673913,0.651699,0.076390,0.019760,0.080342,0.171808
507,NORM,NORM,0.724374,NORM,0.746937,0.724374,0.064135,0.005264,0.115793,0.090433
508,NORM,NORM,0.783807,NORM,0.800427,0.783807,0.048153,0.005732,0.059016,0.103292
509,NORM,NORM,0.748482,NORM,0.770710,0.748482,0.070057,0.020046,0.092997,0.068419
510,NORM,NORM,0.364986,NORM,0.400006,0.364986,0.137106,0.346512,0.141396,0.010000
511,MI,MI,0.611432,MI,0.610997,0.003311,0.611432,0.345958,0.037629,0.001670
512,STTC,STTC,0.673463,STTC,0.670772,0.002000,0.262814,0.673463,0.026662,0.035062
513,MI,MI,0.411654,MI,0.388064,0.320594,0.411654,0.010264,0.172810,0.084678
514,CD,NORM,0.784224,NORM,0.808353,0.784224,0.030904,0.107141,0.075461,0.002270
515,MI,STTC,0.490787,STTC,0.490225,0.003969,0.437207,0.490787,0.063244,0.004794
516,MI,MI,0.348000,MI,0.342333,0.086922,0.348000,0.221214,0.320202,0.023662
517,MI,MI,0.506203,MI,0.505981,0.001054,0.506203,0.385713,0.104484,0.002547
518,CD,CD,0.808789,CD,0.789958,0.140583,0.031976,0.008319,0.808789,0.010333
519,NORM,NORM,0.646539,NORM,0.679321,0.646539,0.275115,0.001677,0.065877,0.010792
520,MI,MI,0.710159,MI,0.685169,0.224533,0.710159,0.009257,0.054761,0.001290
521,CD,CD,0.671404,CD,0.662599,0.078826,0.183193,0.061530,0.671404,0.005047
522,NORM,STTC,0.642414,STTC,0.615890,0.262697,0.029024,0.642414,0.060612,0.005253
523,STTC,STTC,0.849747,STTC,0.837582,0.084060,0.033589,0.849747,0.023851,0.008753
524,NORM,NORM,0.596202,NORM,0.631509,0.596202,0.015314,0.008050,0.376707,0.003728
525,CD,CD,0.832269,CD,0.828354,0.022985,0.131564,0.003615,0.832269,0.009567
526,NORM,MI,0.644365,MI,0.614441,0.299903,0.644365,0.015881,0.038268,0.001582
527,NORM,CD,0.648188,CD,0.614640,0.316071,0.002257,0.000867,0.648188,0.032616
528,CD,CD,0.936484,CD,0.935082,0.002258,0.047191,0.003283,0.936484,0.010784
529,MI,MI,0.543085,MI,0.539039,0.044933,0.543085,0.066801,0.342966,0.002216
530,NORM,NORM,0.938536,NORM,0.946057,0.938536,0.022120,0.009681,0.022901,0.006761
531,NORM,HYP,0.586437,HYP,0.591763,0.207300,0.094996,0.005851,0.105416,0.586437
532,MI,MI,0.620355,MI,0.587068,0.346749,0.620355,0.011303,0.016043,0.005550
533,HYP,HYP,0.779631,HYP,0.779016,0.148600,0.015142,0.048068,0.008560,0.779631
534,NORM,NORM,0.808483,NORM,0.825538,0.808483,0.005659,0.025929,0.093446,0.066484
535,STTC,STTC,0.365540,STTC,0.365051,0.002358,0.292787,0.365540,0.330209,0.009105
536,HYP,HYP,0.773489,HYP,0.790439,0.000762,0.021903,0.198852,0.004994,0.773489
537,NORM,STTC,0.377894,STTC,0.366168,0.191391,0.360349,0.377894,0.060391,0.009975
538,NORM,NORM,0.654264,NORM,0.676392,0.654264,0.131368,0.006618,0.037145,0.170605
539,MI,MI,0.467138,NORM,0.465746,0.430351,0.467138,0.044586,0.020892,0.037033
540,CD,CD,0.780349,CD,0.756965,0.162534,0.011692,0.001790,0.780349,0.043635
541,MI,MI,0.591903,MI,0.564441,0.263255,0.591903,0.029593,0.057726,0.057524
542,STTC,MI,0.464109,MI,0.459448,0.003267,0.464109,0.397324,0.043864,0.091436
543,NORM,NORM,0.764497,NORM,0.789722,0.764497,0.003735,0.030553,0.191695,0.009520
544,NORM,NORM,0.527904,NORM,0.564401,0.527904,0.361316,0.031111,0.067579,0.012089
545,CD,CD,0.920559,CD,0.920473,0.000356,0.078591,0.000155,0.920559,0.000338
546,CD,CD,0.852236,CD,0.838912,0.058765,0.019405,0.009007,0.852236,0.060587
547,MI,MI,0.742426,MI,0.741768,0.004633,0.742426,0.200906,0.050740,0.001295
548,HYP,HYP,0.683132,HYP,0.684933,0.187964,0.001162,0.016274,0.111468,0.683132
549,STTC,STTC,0.568479,STTC,0.538557,0.227329,0.017108,0.568479,0.008606,0.178479
550,STTC,STTC,0.633233,STTC,0.632158,0.009247,0.316674,0.633233,0.038913,0.001933
551,NORM,HYP,0.467415,HYP,0.482781,0.128757,0.009213,0.387328,0.007288,0.467415
552,STTC,STTC,0.410134,NORM,0.391208,0.359935,0.038834,0.410134,0.089276,0.101820
553,MI,MI,0.631799,MI,0.630050,0.014078,0.631799,0.338003,0.011385,0.004735
554,NORM,NORM,0.732999,NORM,0.757799,0.732999,0.006320,0.205703,0.005665,0.049313
555,CD,CD,0.481027,CD,0.452393,0.190876,0.009493,0.010482,0.481027,0.308122
556,HYP,MI,0.588183,MI,0.584468,0.029926,0.588183,0.350387,0.017106,0.014397
557,NORM,MI,0.606549,MI,0.580591,0.272786,0.606549,0.100661,0.014662,0.005343
558,CD,CD,0.979467,CD,0.979140,0.001535,0.017842,0.000347,0.979467,0.000809
559,NORM,NORM,0.825360,NORM,0.844167,0.825360,0.005228,0.010903,0.135883,0.022626
560,MI,MI,0.786443,MI,0.785734,0.005487,0.786443,0.011827,0.196101,0.000142
561,CD,CD,0.915658,CD,0.911794,0.011831,0.049762,0.000660,0.915658,0.022089
562,NORM,NORM,0.619740,NORM,0.651485,0.619740,0.107970,0.001202,0.224243,0.046845
563,MI,MI,0.686635,MI,0.686452,0.001539,0.686635,0.024418,0.287239,0.000169
564,MI,CD,0.612516,CD,0.612356,0.000965,0.385166,0.000348,0.612516,0.001005
565,CD,CD,0.789732,CD,0.781114,0.063603,0.139258,0.000373,0.789732,0.007035
566,MI,CD,0.699430,CD,0.696994,0.001756,0.256487,0.011800,0.699430,0.030527
567,NORM,NORM,0.709649,NORM,0.738247,0.709649,0.016444,0.094180,0.160892,0.018835
568,STTC,CD,0.476022,CD,0.469942,0.006155,0.062885,0.341394,0.476022,0.113544
569,STTC,STTC,0.767277,STTC,0.752932,0.112054,0.096233,0.767277,0.015707,0.008729
570,NORM,NORM,0.447467,NORM,0.483912,0.447467,0.056028,0.233273,0.245006,0.018226
571,NORM,NORM,0.766563,NORM,0.791857,0.766563,0.080813,0.086198,0.060083,0.006342
572,NORM,NORM,0.611339,NORM,0.633839,0.611339,0.016159,0.044621,0.121963,0.205918
573,STTC,HYP,0.543299,HYP,0.567813,0.001972,0.051220,0.389241,0.014268,0.543299
574,STTC,MI,0.720570,MI,0.719887,0.003373,0.720570,0.255941,0.016285,0.003831
